id,label,tweet
198,0,"b""EC's silence on #EVMs being switched worrying: #Mehbooba\n\n\xe2\x80\x98BJP winning or losing isn't end of the world\xe2\x80\x99\n\n#Rknews\n https://t.co/MVPC3f7unt"""
199,-1,b'@pzfahad @dr_rita39 Somebody close to a BJP linked sudershan channel tweeted  something big is going to happen on 2\xe2\x80\xa6 https://t.co/QoxREEKbCd'
200,-1,b'Anxiety in Kashmir Exit polls predict BJP\xe2\x80\x99s\xc2\xa0return https://t.co/w6UbzUE4Kf'
201,-1,"b'With the news about ferrying of EVM brazenly, BJP may cross 500 mark! \n#EVMScandal\n#EVMHacking\n#EVMBahanaBrigade'"
202,1,b'Exit poll predicting BJP\xe2\x80\x99s return has Kashmir anxious #Kashmir #KnsKashmir https://t.co/Olq5PHZx6S'
203,-1,b'BJP bats for grant of reserved seats to people displaced from\xc2\xa0PaK https://t.co/myUhBXlWUM'
204,-1,"b'Exit polls predict mixed bag\n\nNC 3, BJP 2, Cong 1, PDP 0-1\n\nReports @JunaidKathjoo\n https://t.co/m95qw91YT4'"
205,0,b'Oppn doubts exit poll projections of #NDA win\n\n#BJP says result will be in consonance with predictions\n\n#Rknews\n\n https://t.co/EietCQ17R7'
206,1,b'BJP\xe2\x80\x99s alleged interference in affairs of ECI condemnable: JKNPP\n\nAssembly elections being delayed at the behest of\xe2\x80\xa6 https://t.co/JRCEMs0DgY'
207,-1,"b'India waits for May 23, BJP, Congress line up parleys with regional\xc2\xa0parties https://t.co/9GhqoNSvnU https://t.co/zLMWwvw3dP'"
208,0,"b'BJP winning or losing isn\xe2\x80\x99t the end of the world, Mehbooba on LS Exit Poll\xc2\xa0results https://t.co/C1zTgDNS19 https://t.co/Mxulb9C7w5'"
209,-1,b'Exit polls are shown by media but BJP will be thrown out of power:\xc2\xa0Babbar https://t.co/9v8FUkZcUU'
210,0,"b'BJP winning or losing isn\xe2\x80\x99t the end of the world, Mehbooba on LS Exit Poll\xc2\xa0results https://t.co/4t6BnxUIKB https://t.co/4LUALlakrA'"
211,1,b'@RanaAyyub In fact every single thing  seems to have worked for the BJP .'
212,0,"b""Most Exit Polls highlight NDA &amp; not for BJP, which actually means that there's no BJP or Modi Wave.\nSo when there i\xe2\x80\xa6 https://t.co/uZKOFef6dj"""
213,0,b'Exit polls predict the return of #Modi\n\nNDA to come back despite loss in UP; huge gain for BJP in #Bengal\n\n#UPA dou\xe2\x80\xa6 https://t.co/raMKuKuFNg'
214,-1,"b""BJP leader's killing: #Bureaucrats ignored #warnings\n\n#Rknews https://t.co/aUZObzSMKU"""
215,0,"b'BJP leader goes against #Army, HC order\n\nContinues #construction near Army depot\n\n#Rknews https://t.co/owQbxiWE7H'"
216,-1,b'BJP leader\xe2\x80\x99s killing: TIP of arrested militant to be conducted https://t.co/9FjtWauPNr'
217,1,b'Why Sajad Lone divorced political ideology for which his father late Abdul Gani Lone laid down his life? Why Sajad\xe2\x80\xa6 https://t.co/UNG6sZPWl7'
218,-1,"b""@bhogleharsha Bjp won't cross 200 mark."""
219,0,"b'Exit polls: In JK, BJP to win 2-3 seats, NC 2-3, Congress 0-1, PDP\xc2\xa00 https://t.co/8d8hdQA9G3'"
220,-1,b'BJP leader Mir\xe2\x80\x99s killing: TIP of arrested militant; bureaucrats ignored\xc2\xa0warnings https://t.co/PeBGw6etbL https://t.co/fDrLOb5ZLb'
221,-1,b'BJP leader\xe2\x80\x99s killing https://t.co/eV7E2PtpBL https://t.co/L3jox0VPmZ'
222,-1,"b'J&amp;K Ladakh I think will go to BJP, Jammu Poonch too but Udhampur I give to Cong because of votes taken by Lal Singh\xe2\x80\xa6 https://t.co/wVJIfcDKIo'"
223,-1,b'untrusting..Namo tv ex zet pol...499 to bjp alone'
224,0,"b""BJP leader Nirmal Singh's family continues construction near Army depot despite HC order: Officials https://t.co/0Uya1vnjWb"""
225,1,b'EXIT POLL JK results\nBJP:3\nPDP:3\nNC:0\nCONG:0\nOTHERS:0\nWho has done this Exit  poll? \nProbably Someone from behind the clouds!'
226,0,"b""The biggest shocker from the exit polls is BJP winning in West Bengal. Once a bastion of left can't just turn into\xe2\x80\xa6 https://t.co/k0AuI4EeFn"""
227,1,b'@sardesairajdeep The game is not that easy I suppose. Giving BJP seats in the south is nothing but insane.'
228,0,b'Family of BJP\xe2\x80\x99s Nirmal Singh continues construction near army depot in violation of High Court\xc2\xa0order https://t.co/Bj8GXmiPiy'
229,0,"b""BJP leader Nirmal Singh's family continues construction near Army depot despite HC order: Officials. https://t.co/KO5Dwei5QC"""
230,-1,b'#ExitPolls My predictions\nBJP: 60-80\nNDA: 90-120\nCongress: 180-220\nUPA: 260-280\nOthers: 100-120 Mark it till 23rd May. \n\xf0\x9f\xa4\x97'
231,0,b'NEW GOVERNMENT IN DELHI TO INHERIT AN ECONOMY RIDDLED WITH PROBLEMS\n\nhttps://t.co/5OR6a0yCeU'
232,-1,b'RBI\xe2\x80\x99s vision document on payment systems to spur digital economy: Fintech\xc2\xa0firms https://t.co/6WBB6FQI4O https://t.co/frmB6kpj78'
233,-1,b'Must think about this ......\n#Kashmir #economy https://t.co/BHLLjpyP32'
234,-1,"b'Washington is now determined to prevent the key pillars of the Iranian economy \xe2\x80\x93 its oil, banking and financial sec\xe2\x80\xa6 https://t.co/gjao4Yo7ek'"
235,0,"b""@SyedaShehlaRaza I think those people are responsible who runied the country's economy before Imran khan, so there\xe2\x80\xa6 https://t.co/8y17kEoDh4"""
236,1,b'#Plight of horticulture sector onslaught on State\xe2\x80\x99s economy: Altaf Bukhari\n\nGovt failed to make Sgr-Jammu #National\xe2\x80\xa6 https://t.co/05t49HldLT'
237,-1,b'Plight of horti sector an onslaught on State\xe2\x80\x99s economy:\xc2\xa0Altaf https://t.co/wFy1nWOD9v https://t.co/7yF6QD6P8r'
238,-1,b'Plight of Horticulture sector an onslaught on state\xe2\x80\x99s economy: Altaf\xc2\xa0Bukhari https://t.co/dCtbEbhEH9 https://t.co/tvlf5Pp2Kn'
239,-1,b'@UN @UNHumanRights Kashmir witnesses highest number of internet shutdowns: Study\n\nhttps://t.co/wBXm1qq1fN\n\nA report\xe2\x80\xa6 https://t.co/dvV61tesbb'
240,1,"b""Altaf Bukhari smells 'deep-rooted' conspiracy to destroy Kashmir economy https://t.co/dix6ZsCeTX"""
241,-1,b'Plight of Horticulture sector an onslaught on state\xe2\x80\x99s economy: Altaf\xc2\xa0Bukhari https://t.co/E8p9KxCe6b'
242,1,b'Altaf Bukhari smells \xe2\x80\x98deep-rooted\xe2\x80\x99 conspiracy to destroy #Kashmir economy https://t.co/WI5NZAd9h3'
243,0,b'Altaf Bukhari smells \xe2\x80\x98deep-rooted\xe2\x80\x99 conspiracy to destroy Kashmir economy | Greater Kashmir https://t.co/WI5NZAd9h3'
244,-1,b'Plight of Horticulture sector an onslaught on State\xe2\x80\x99s economy: Altaf Bukhari #Kashmir #KnsKashmir https://t.co/J29WGqw5xD'
245,-1,"b'Dollar reaches 148.\nYouthias: so what, dollar is still at Rs 141 on Google. Credit only goes to PM Imran Khan.\xe2\x80\xa6 https://t.co/Wv0w0SjJu8'"
246,1,b'Unpredictable highway hits Kashmir\xe2\x80\x99s\xc2\xa0economy https://t.co/sF2xLDo0kM'
247,0,b'Jon snow only ever loved Ygritte. This Jon and denaerys ship is overrated like season 8 ffs.'
248,0,"b'Jon Snow is also in the race, \nThe final 2 battles and greyworm was better than him in both. https://t.co/tZ31UPVXZx'"
249,1,"b'Zehra-A barrel bomb dropped on her house a few days ago by Assad Forces. 4 the past few days,she had been fighting\xe2\x80\xa6 https://t.co/JtYrQafdnv'"
250,-1,"b'Two girls die, another injured after mudslide hits Hardishiva village of Sopore in north Kashmir https://t.co/Q3lJyKrJya'"
251,-1,"b'Two girls die, another injured under mudslide in Sopore village https://t.co/6PYPtVuvNO via @jandkheadlines'"
252,0,"b'Brave Officer of the Indian Army advising locals in #Kulgam of South Kashmir. ""Ask your children to shun the path o\xe2\x80\xa6 https://t.co/mUP23qTs30'"
253,1,"b""@WorldConqueror6 Oh yeah I didn't notice.\nWell fuck eren and his brother. \nI wish they kill both of them.\nMarley ti\xe2\x80\xa6 https://t.co/DQgqF2YnD4"""
254,0,b'Human Rights Groups Release First Comprehensive Report on Torture in Indian Administered Jammu &amp; Kashmir; Case Stud\xe2\x80\xa6 https://t.co/MoyVwn9fk9'
255,-1,"b'Michel de Montaigne, \xe2\x80\x9cThat to Study Philosophy Is to Learn to Die\xe2\x80\x9d'"
256,0,"b'@TheTweetOfGod Peace be upon me the day I was born, the day I die, and the day I am raised alive!""\nThat is Jesus so\xe2\x80\xa6 https://t.co/f2LD55eTcF'"
257,-1,b'@arunmarwaha90 @shahfaesal Those Indian army men who picked up gun against Kashmir will die by the gun. Pulwama wil\xe2\x80\xa6 https://t.co/4bFG22sudU'
258,-1,"b'Once a \xe2\x80\x98Paradise\xe2\x80\x99 now heading towards \xe2\x80\x98Moral #Bankruptcy\xe2\x80\x99\n\nThe soul that #sinneth must die. An eye for an eye, a\xe2\x80\xa6 https://t.co/zv3Fa2pz0y'"
259,-1,b'Read the PASSAGE|When Mountains Die\n\nhttps://t.co/lleJw3ksjK'
260,0,"b'Crossing LoC only choice; better to die once than every minute, say PaK brides #Kashmir #KnsKashmir https://t.co/eXQF5cwfVZ'"
261,1,"b'All of us had already made up our minds about the ending of game of thrones, we just wanted to see how it happened.\xe2\x80\xa6 https://t.co/E2v8uKtmhl'"
262,1,"b""I think the episode was fire. Just because everyone wanted cersei to die a horrible death doesn't mean she had to.\xe2\x80\xa6 https://t.co/vWWg0AQe6K"""
263,1,"b'""Bullets rained in all directions and dead fell like the apples fall from the trees when they are ripe.\xe2\x80\x9d\n29 years a\xe2\x80\xa6 https://t.co/QoEhN4Rfk5'"
264,-1,"b""@jkinformation @imranrezaansari I don't think in Kashmir we have any administration who support Civil disobedience,\xe2\x80\xa6 https://t.co/B6QhTEhRXc"""
265,-1,"b'@JandKBank The Jammu gets 90% of the funds, infrastructure , collages,universities,roads,Electricity and sympathies\xe2\x80\xa6 https://t.co/m07GZ3QNCs'"
266,1,"b'""Bullets rained in all directions and dead fell like the apples fall from the trees when they are ripe.\xe2\x80\x9d\n29 years a\xe2\x80\xa6 https://t.co/QoEhN4Rfk5'"
267,-1,"b""@jkinformation @imranrezaansari I don't think in Kashmir we have any administration who support Civil disobedience,\xe2\x80\xa6 https://t.co/B6QhTEhRXc"""
268,-1,"b'@JandKBank The Jammu gets 90% of the funds, infrastructure , collages,universities,roads,Electricity and sympathies\xe2\x80\xa6 https://t.co/m07GZ3QNCs'"
269,0,b'@TheDsSourav @Kashmir_Mirror They Are Called Mules and this is an absolute brutish treatment of human beings ... Th\xe2\x80\xa6 https://t.co/TOqbCbSPkh'
270,1,b'Black bear beaten to death in South\xc2\xa0Kashmir https://t.co/JdeiCfk3TW https://t.co/RKncYQm6nb'
271,1,b'@Mehreen778 But the fact is that the poor animal was killed. One person has been arrested. There are some who say d\xe2\x80\xa6 https://t.co/Je8c2PJW2F'
272,-1,"b'Valley shuts on death anniversaries of Mirwaiz Farooq, Gani Lone as restrictions foil separatist march in\xc2\xa0Srinagar\xe2\x80\xa6 https://t.co/zU4uIE5WLK'"
273,1,"b'Restrictions on death anniversaries of Mirwaiz Farooq, Gani Lone \xe2\x80\x9cunfortunate\xe2\x80\x9d:\xc2\xa0Mirwaiz https://t.co/WE9C3GhjZG https://t.co/1d8hIy6ajN'"
274,-1,"b'Hakeem tributes Mirwaiz Farooq, Gani Lone on their death\xc2\xa0anniversaries https://t.co/ZBhWZUEbEO'"
275,-1,b'Death anniversaries: Valley shuts; authorities foil Eidgah\xc2\xa0\xe2\x80\x98chalo\xe2\x80\x99 https://t.co/Y4H0KocgG0 https://t.co/sNE8hUYwaC'
276,-1,b'Congress remembers Rajiv Gandhi on his death\xc2\xa0anniversary https://t.co/rrjwa5iNRj https://t.co/Ut5rpi5zXE'
277,-1,"b'Cong remembers Rajiv Gandhi, pays floral tributes to former PM on his death\xc2\xa0anniversary https://t.co/sY0H91p2Nu'"
278,0,"b'Authorities imposed curfew-like restrictions in Old City areas of Srinagar to foil Eidgah \xe2\x80\x98chalo\xe2\x80\x99, called by pro-fr\xe2\x80\xa6 https://t.co/jbbs1oRa4m'"
279,0,"b'Authorities imposed curfew-like restrictions in Old City areas of Srinagar to foil Eidgah \xe2\x80\x98chalo\xe2\x80\x99, called by pro-fr\xe2\x80\xa6 https://t.co/avN4auxQWo'"
280,-1,"b'Congress remembers Rajiv Gandhi, pays floral tributes to former PM on his death anniversary #Kashmir #KnsKashmir https://t.co/pyikx5bej1'"
281,0,"b""@WorldConqueror6 \xf0\x9f\x98\x82 you think so. \nMan you're so deep into aot. \nClearly you can't see the clich\xc3\xa9 here. \nThe same th\xe2\x80\xa6 https://t.co/YAYYsTuTbw"""
282,0,b'@WorldConqueror6 Yeah upto the reveal I was excited but not after that. I mean the plot of aot upto that point was\xe2\x80\xa6 https://t.co/P3xn0yObFB'
283,1,"b'Restrictions on death anniversaries of Mirwaiz Farooq, Gani Lone \xe2\x80\x9cunfortunate\xe2\x80\x9d :\xc2\xa0Mirwaiz https://t.co/K1QpyJmFx7'"
284,-1,"b'Hakeem tributes Mirwaiz Farooq, Gani Lone on their death\xc2\xa0anniversaries https://t.co/j81ZhxRzqU'"
285,-1,"b'Valley shuts on death anniversaries of Mirwaiz Farooq, Gani Lone as restrictions foil separatist march in\xc2\xa0Srinagar\xe2\x80\xa6 https://t.co/lRCl5u3aN4'"
286,0,"b'Restriction, shutdown mark death anniversaries of Mirwaiz Farooq, Abdul Gani Lone\n\nAman Farooq/GK\n\nMore Photos :\xe2\x80\xa6 https://t.co/NzGPHXMDoZ'"
287,-1,b'Asif Ali to play despite 19-month-old daughter\xe2\x80\x99s death https://t.co/2DOgcKlR1n'
288,1,"b'B\xe2\x80\x99pora teacher found #dead, family #suspects foul play\n\nToo early to ascertain cause of death: #Expert team\xe2\x80\xa6 https://t.co/MXKkoEuuhv'"
289,0,"b'""There is no easy walk to freedom anywhere, and many of us will have to pass through the valley of the shadow of de\xe2\x80\xa6 https://t.co/7tYEfED95K'"
290,-1,"b'Shah Faesal pays tributes to Mirwaiz Farooq, Ghani Lone on their death anniversary #Kashmir #KnsKashmir https://t.co/jC85ERwdm5'"
291,-1,"b""Bandipora teacher's death: Proceedings under 174 CrPc initiated, says police https://t.co/Gac4ZpkNUV"""
292,-1,b'Proceedings under 174 Crpc initiated to looking into the cause of Bandipora School teacher\xe2\x80\x99s death :\xc2\xa0Police https://t.co/Of2KHA6Dp3'
293,-1,"b""#Bandipora teacher's death: Proceedings under 174 CrPc initiated, says police  https://t.co/LkC7wUh67J"""
294,-1,"b""Bandipora teacher's death: Protests erupt, FSL team to examine body. https://t.co/7imOjgTJYm"""
295,-1,b'Girl electrocuted to death in north\xc2\xa0Kashmir https://t.co/GtZ5pcbEUB'
296,-1,b'Magisterial inquiry ordered in Bhaderwah youth\xe2\x80\x99s\xc2\xa0death https://t.co/0itZuRJxuG https://t.co/mNle47JQoe'
297,1,b'The rape cases must be tried irrespective of age of the #victim or accuser and in all circumstances #accused must b\xe2\x80\xa6 https://t.co/Ciyuz34MIh'
298,-1,b'I thought Speaker of  a Legislative body was above party politics.  Propriety and ethics in Indian politics seem to\xe2\x80\xa6 https://t.co/f4yBAvo5Hk'
299,0,"b'Gunfight ends in Panzgam Pulwama, one more militant killed, militant death toll rises to\xc2\xa0three https://t.co/vLdfn9Vd6N'"
300,1,b'Laigaroo expresses grief over death of Pattan\xc2\xa0youth https://t.co/MHo6A1hJGH'
301,-1,b'@shahfaesal condoles death of youth during protest in Pattan\n\n#Rknews\n\n https://t.co/o668sATcuK'
302,-1,b'Shah Faesal grieved over death of Chenabal Pattan youth Arshad Hussain #Kashmir #KnsKashmir https://t.co/JdBSZx7gYG'
303,-1,b'BDO Sopore caught accepting bribe: Anti-corruption Bureau https://t.co/Fv7iisMd1C'
304,0,b'BDO Sopore caught accepting bribe: Anti-corruption Bureau | Greater Kashmir https://t.co/HEUiJfkTFu'
305,-1,"b'In response to a question on complaints of rampant corruption, favoritism &amp; transfer industry at Civil Secretariat,\xe2\x80\xa6 https://t.co/FMX6dp43FG'"
306,1,"b'Will go for agitation if Guv doesn\xe2\x80\x99t meet us within one week: #CCI #Jammu\n#Drugs addition, #militancy on rise due t\xe2\x80\xa6 https://t.co/43s67SELSc'"
307,-1,b'@JKACB books Divisional Manager in a graft case\n\nhttps://t.co/CFDgMhW3WR'
308,-1,b'@khan_sarwat @sarataseer Sponsored by Panama loot and unlimited corruption.'
309,1,b'The evil of corruption |Nip it in the bud and the results will be better  https://t.co/9qfRaZZMmT'
310,0,b'# Modi came to power in #2014 based on his famous slogon  #sab ka   saath #sab ka vikaas. He specially highlighted\xe2\x80\xa6 https://t.co/6ekmrht8g0'
311,-1,b'@wanizubair141 @listenshahid @MayorofS @RnBkashmir @JKgrievance Nobody can help you. Record breaking corruption due\xe2\x80\xa6 https://t.co/D3J0naynPM'
312,0,"b'DAY 11\n\n#RAMAZAN #DUA \nO Allah, on this day, make me love goodness, and dislike corruption and disobedience, bar me\xe2\x80\xa6 https://t.co/4bvbIoE25i'"
313,0,"b'DAY 11\n#Ramazan #Dua\nO Allah, on this day, make me love goodness, and dislike corruption and disobedience, bar me f\xe2\x80\xa6 https://t.co/kwcPwk0VPn'"
314,-1,"b'@AsharJawad Indeed. \nAnother sadness I personally found is Mullaism, I saw a video of some Maulana Mengal openly de\xe2\x80\xa6 https://t.co/eEdn74qGWl'"
315,-1,b'Every team to have dedicated anti-corruption officer during ICC WC:\xc2\xa0Report https://t.co/vGwT3707vV https://t.co/bbfUwhleqU'
316,-1,b'Every team will have dedicated anti-corruption officer during ODI WC https://t.co/v0pCalD3gL'
317,-1,b'BDO Sopore caught accepting bribe: Anti-corruption Bureau https://t.co/Fv7iisMd1C'
318,0,b'BDO Sopore caught accepting bribe: Anti-corruption Bureau | Greater Kashmir https://t.co/HEUiJfkTFu'
319,-1,"b'In response to a question on complaints of rampant corruption, favoritism &amp; transfer industry at Civil Secretariat,\xe2\x80\xa6 https://t.co/FMX6dp43FG'"
320,1,"b'Will go for agitation if Guv doesn\xe2\x80\x99t meet us within one week: #CCI #Jammu\n#Drugs addition, #militancy on rise due t\xe2\x80\xa6 https://t.co/43s67SELSc'"
321,-1,b'@JKACB books Divisional Manager in a graft case\n\nhttps://t.co/CFDgMhW3WR'
322,-1,b'@khan_sarwat @sarataseer Sponsored by Panama loot and unlimited corruption.'
323,1,b'The evil of corruption |Nip it in the bud and the results will be better  https://t.co/9qfRaZZMmT'
324,0,b'# Modi came to power in #2014 based on his famous slogon  #sab ka   saath #sab ka vikaas. He specially highlighted\xe2\x80\xa6 https://t.co/6ekmrht8g0'
325,-1,b'@wanizubair141 @listenshahid @MayorofS @RnBkashmir @JKgrievance Nobody can help you. Record breaking corruption due\xe2\x80\xa6 https://t.co/D3J0naynPM'
326,0,"b'DAY 11\n\n#RAMAZAN #DUA \nO Allah, on this day, make me love goodness, and dislike corruption and disobedience, bar me\xe2\x80\xa6 https://t.co/4bvbIoE25i'"
327,0,"b'DAY 11\n#Ramazan #Dua\nO Allah, on this day, make me love goodness, and dislike corruption and disobedience, bar me f\xe2\x80\xa6 https://t.co/kwcPwk0VPn'"
328,-1,"b'@AsharJawad Indeed. \nAnother sadness I personally found is Mullaism, I saw a video of some Maulana Mengal openly de\xe2\x80\xa6 https://t.co/eEdn74qGWl'"
329,-1,b'Every team to have dedicated anti-corruption officer during ICC WC:\xc2\xa0Report https://t.co/vGwT3707vV https://t.co/bbfUwhleqU'
330,-1,b'Every team will have dedicated anti-corruption officer during ODI WC https://t.co/v0pCalD3gL'
331,-1,b'BDO Sopore caught accepting bribe: Anti-corruption Bureau https://t.co/Fv7iisMd1C'
332,0,b'BDO Sopore caught accepting bribe: Anti-corruption Bureau | Greater Kashmir https://t.co/HEUiJfkTFu'
